Carroll Crossroads, 34.3667, -87.5836
Carrollton, 33.2667, -88.1000
Carroway Methodist Hospital, 33.5364, -86.8106
Carroway Methodist Medical Center, 33.5364, -86.8106
Carrville, 32.5497, -85.8700
Carson, 31.4722, -87.9414
Carter Grove, 34.9478, -86.6958
Carters Hill, 32.1928, -86.1172
Cartwright, 34.8722, -87.0647
Carver Court, 32.4167, -85.7000
Casemore, 32.5803, -87.6839
Casey, 32.3833, -87.0000
Castleberry, 31.2989, -87.0225
Caswell, 30.2936, -87.5394
Catalpa, 31.8794, -85.8331
Catherine, 32.1844, -87.4694
Catherwood Park, 33.5333, -86.9500
Catoma, 32.3667, -86.3333
Cavalry Hill, 34.7406, -86.6111
Cave Spring, 34.9081, -85.9606
Cave Spring, 34.5833, -86.4667
Cave Springs, 34.0783, -86.0650
Cave Springs, 34.7333, -87.7000
Cecil, 32.3025, -86.0086
CED Mental Health Center, 34.4556, -85.7128
Cedar Bluff, 34.2200, -85.6078
Cedar Cove, 33.1747, -87.3219
Cedar Fork, 31.6500, -87.7000
Cedar Grove, 31.3517, -86.3289
Cedar Grove, 34.8333, -85.8728
Cedar Grove, 30.2444, -87.8392
Cedar Grove, 34.8567, -87.2147
Cedar Hill, 33.6872, -87.8722
Cedar Hill, 34.9769, -86.8200
Cedar Hills Estates, 34.7056, -87.7531
Cedar Lake, 34.5544, -86.9736
Cedar Plains, 34.3650, -86.9964
Cedar Point, 34.5994, -86.3403
Cedar Springs, 33.8639, -86.6544
Cedar Springs, 33.8200, -85.8350
Cedarville, 32.6125, -87.6694
Cedrum, 33.8514, -87.4467
Centenary, 31.7786, -86.3675
Center, 34.2644, -87.5878
Center Community, 34.0381, -86.8108
Center Dale, 34.3211, -86.7231
Center Grove, 34.3839, -86.6386
Center Hill, 34.8575, -86.7953
Center Hill, 32.9722, -86.7717
Center Hill, 34.0894, -86.7247
Center Hill, 34.9556, -87.4483
Center Point, 33.6456, -86.6836
Center Point, 31.7883, -88.0300
Center Point Gardens, 33.6381, -86.6828
Center Ridge, 31.8158, -86.4125
Center Springs, 33.8167, -86.7333
Center Star, 34.8614, -87.4556
Centercrest, 33.6572, -86.6731
Centerville, 34.2761, -86.9294
Centerville, 31.4333, -86.9333
Centerwood Estates, 33.6447, -86.6692
Central, 34.2247, -87.0092
Central, 34.6661, -85.7906
Central, 32.6822, -86.0975
Central Alabama Hospital, 32.8400, -86.6375
Central City, 31.2431, -85.8850
Central Crossroads, 34.6333, -85.7500
Central Heights, 34.8944, -87.7908
Central Highlands, 33.5542, -86.7161
Central Mills, 32.2861, -87.4408
Central Park Highlands, 33.4900, -86.8819
Centre, 34.1519, -85.6789
Centreville, 32.9444, -87.1386
Ceramic, 32.4667, -85.0167
Chalkville, 33.6531, -86.6478
Chalybeate Springs, 34.5650, -87.2267
Chambers, 33.2417, -87.1581
Chambers County Hospital, 32.8839, -85.4092
Chambers Springs, 33.2919, -86.0406
Chamblees Mill, 34.0617, -86.6694
Champion, 33.9356, -86.4456
Chance, 31.7486, -87.5319
Chancellor, 31.1814, -85.8772
Chancellor Crossroads, 33.2964, -86.3997
Chances Crossroad, 34.1742, -87.0586
Chandler Springs, 33.3306, -85.9983
Chapel Hill, 33.8172, -87.2103
Chapel Hill, 32.9944, -85.4331
Chapel Hill, 32.2397, -88.1886
Chapel Hill, 33.3986, -86.7978
Chapel Hill, 31.6933, -88.4403
Chapman, 31.6711, -86.7122
Chapman Heights, 34.7536, -86.5689
Charter Wood Hospital, 31.2056, -85.3869
Chase, 34.7833, -86.5467
Chastang, 31.0375, -88.0233
Chatom, 31.4650, -88.2544
Chavies, 34.4728, -85.8136
Chehaw, 32.4800, -85.7189
Chelsea, 33.3400, -86.6303
Chelsea, 34.6906, -86.6100
Chepultepec, 33.9039, -86.4947
Cherokee, 34.7569, -87.9728
Cherokee Bluffs, 32.6819, -85.9064
Cherokee County Hospital, 34.1667, -85.6617
Cherokee Forest, 33.4686, -86.7661
Cherokee Village, 31.7294, -86.3369
Cherry Grove, 34.9139, -87.2028
Cherrytree, 34.6456, -86.4444
Chesson, 32.2936, -85.9244
Chestang, 31.1617, -88.1144
Chesterfield, 34.4467, -85.5239
Chestnut, 31.8075, -87.2322
Chestnut Grove, 31.5969, -85.9136
Chetopa, 33.6789, -86.9681
Chewacla, 32.6200, -85.3372
Chickasaw, 30.7636, -88.0747
Chickasaw Terrace, 30.7333, -88.0833
Chigger Hill, 34.3975, -86.0164
Childersburg, 33.2781, -86.3550
Childrens Hospital, 33.5122, -86.7858
Chilton, 31.7819, -87.8442
Chilton County Hospital and Nursing Home, 32.8542, -86.6217
China, 31.5233, -87.0178
China Grove, 32.0294, -85.9447
Chinn, 33.3719, -87.0481
Chinnabee, 33.4628, -85.9669
Chisholm, 32.4172, -86.2856
Choccolocco, 33.6592, -85.7036
Choctaw Bluff, 31.3886, -87.7889
Choctaw City, 32.2089, -88.0942
Choctow Corner, 31.9167, -87.7500
Chosea Springs, 33.6667, -85.8333
Christiana, 33.3772, -85.6403
Christmas Landing, 31.7114, -88.0906
Chrysler, 31.3050, -87.7011
Chulafinnee, 33.5453, -85.6489
Chulavista, 33.5956, -86.3667
Chunchula, 30.9217, -88.2006
Chunnenuggee, 32.1564, -85.6436
Church Hill, 32.7333, -85.6167
Circlewood, 33.2000, -87.5333
Citico, 34.0825, -85.9314
Citizens Hospital, 33.1900, -86.0911
Citronelle, 31.0906, -88.2281
City Hospital, 30.6911, -88.0556
City Infirmary, 32.3661, -86.3053
Clackville, 33.0889, -85.4508
Claiborne, 31.5400, -87.5156
Claiborne Landing, 31.5500, -87.5139
Clairmont Springs, 33.3503, -85.9303
Clanton, 32.8386, -86.6294
Clarence, 34.0836, -86.4283
Clark Crossroads, 31.1953, -85.4758
Clarkdale, 34.8072, -86.7728
Clarke, 33.9144, -87.5767
Clarksville, 31.7289, -87.8931
Clarksville Landing, 34.4875, -86.5050
Claud, 32.5789, -86.0706
Clay, 33.7025, -86.5997
Clay City, 30.4856, -87.8067
Clay County Hospital, 33.2775, -85.8239
Clayhatchee, 31.2356, -85.7228
Clayhill, 32.0164, -87.7506
Claysville, 34.4078, -86.2719
Clayton, 31.8781, -85.4497
Clear Springs, 33.8633, -86.5642
Clearview, 31.4506, -86.4478
Clearview, 31.9500, -86.3167
Cleburne, 33.6481, -85.6297
Clemons Crossroad, 34.4750, -86.8961
Cleveland, 33.9908, -86.5775
Cleveland, 33.6894, -87.6497
Cleveland Crossroads, 33.1131, -85.9875
Cleveland Mills, 32.7042, -87.1989
Cliff Haven, 34.7772, -87.6731
Clift Acres, 34.7031, -86.7378
Clinton, 32.9136, -87.9925
Clintonville, 31.4069, -85.8942
Clio, 31.7086, -85.6106
Clopton, 31.6083, -85.4300
Clover Hill, 31.9978, -86.7017
Cloverdale, 33.6025, -86.7156
Cloverdale, 34.9386, -87.7714
Cloverdale, 33.2339, -87.6350
Cloverdale Heights, 34.8697, -87.6919
Cloverland, 32.3333, -86.3167
Clowers Crossroads, 31.5914, -85.8933
Clubview Heights, 33.9781, -86.0158
Cluttsville, 34.8306, -86.7492
Coal Bluff, 31.9450, -87.4383
Coal City, 33.6606, -86.2633
Coal Fire, 33.4039, -88.0847
Coal Valley, 33.7400, -87.4181
Coalburg, 33.5936, -86.8572
Coaldale, 33.8267, -86.7908
Coaling, 33.1589, -87.3408
Coalmont, 33.2547, -86.8831
Coates, 31.7264, -85.1500
Coatopa, 32.4850, -88.0694
Cobb City, 33.9167, -85.9125
Cobb Memorial Hospital, 32.4797, -85.0214
Cobb Town, 33.6428, -85.8675
Cobbs Ford, 32.4500, -86.3167
Cobbs Landing Access Point, 32.0669, -87.4014
Cochran Landing, 32.0472, -87.2614
Cochrane, 33.0653, -88.2511
Coden, 30.3828, -88.2383
Cody, 33.6833, -87.8333
Coffee County Memorial Hospital, 31.3183, -85.8556
Coffee General Hospital, 31.3183, -85.8556
Coffee Springs, 31.1644, -85.9094
Coffeeville, 31.7578, -88.0897
Coffeeville Landing, 31.7564, -88.1017
Cohassett, 31.3947, -86.6933
Coker, 33.2458, -87.6878
Colbert, 32.2825, -85.2367
Colbert County Hospital, 34.7456, -87.7006
Colbert Heights, 34.6608, -87.6944
Cold Spring, 32.6089, -86.3681
Cold Spring, 33.9817, -87.0333
Cold Springs, 33.9000, -86.9667
Cold Springs, 32.6167, -86.4000
Coldwater, 33.5861, -85.9183
Coldwater, 31.4347, -86.4233
Coldwater, 33.7333, -85.4333
Cole Spring, 34.3539, -86.8328
Coleanor, 33.0956, -87.0358
Coleman, 32.6006, -87.4781
Collbran, 34.3758, -85.7786
Collins, 33.4464, -86.9644
Collins Chapel, 32.9425, -86.6806
Collinsville, 34.2639, -85.8606
Collirene, 32.1758, -86.8236
Coloma, 34.1500, -85.6833
Colonial Heights, 34.7144, -87.6839
Colonial Manor Hospital, 34.8372, -87.6475
Colony, 33.2333, -87.6000
Columbia, 31.2925, -85.1117
Columbia General Hospital, 31.3133, -86.5028
Columbia Regional Medical Center, 31.3133, -86.5028
Columbiana, 33.1781, -86.6072
Columbus, 33.7581, -86.7533
Columbus City, 34.4606, -86.2333
Colwell, 33.8792, -85.9192
Comer, 32.0328, -85.3833
Commerce, 31.6817, -86.9672
Community Hospital, 33.5094, -86.8828
Compton Landing, 32.1289, -88.0403
Concord, 33.9833, -86.5833
Concord, 33.4675, -87.0311
Congo, 34.3108, -85.6508
Conifer, 32.5167, -85.8833
Consul, 32.2642, -87.5400
Contwell, 31.7081, -88.4286
Cooks, 32.4114, -86.1467
Cooks Crossroads, 31.5681, -86.9764
Cooks Springs, 33.5900, -86.3944
Cool Springs, 33.7967, -86.3292
Cooley Crossroads, 33.1683, -85.7058
Coon Creek, 33.8311, -87.0283
Cooper, 32.7750, -86.5456
Coopers Mill, 34.9481, -85.7994
Coosa Court, 33.2792, -86.3456
Coosa Pines, 33.3275, -86.3592
Coosa River, 32.6478, -86.3697
Coosa Valley Convalesent Center, 33.9544, -85.9236
Coosada, 32.5000, -86.3333
Copeland, 31.5600, -88.4192
Copeland Bridge, 34.2967, -85.8853
Copeland School, 34.8353, -86.8314
Copper Springs, 33.6736, -86.4408
Coppinville, 31.3092, -85.8144
Corbinville, 34.2831, -86.1875
Corcoran, 31.8314, -85.9497
Cordova, 33.7597, -87.1833
Corinth, 31.9036, -85.7544
Corinth, 34.3044, -87.0733
Corinth, 33.1683, -85.5575
Corinth, 33.7850, -87.2033
Corner, 33.8003, -86.9422
Cornerstone, 32.1558, -85.8422
Cornhouse, 33.2225, -85.4558
Cornwall Furnace, 34.2406, -85.5872
Corona, 33.7083, -87.4694
Cortelyou, 31.4233, -88.0083
Cotaco, 34.4667, -86.8000
Cottage Grove, 32.8556, -86.1225
Cottage Hill, 33.4819, -86.9783
Cottage Hill, 30.6500, -88.1461
Cotton, 32.6811, -86.0178
Cotton Hill, 31.8344, -85.2806
Cotton Valley, 32.2928, -85.6922
Cottondale, 33.1894, -87.4517
Cottonton, 32.1467, -85.0739
Cottontown, 34.6553, -87.4811
Cottonville, 34.4533, -86.3356
Cottonwood, 31.0486, -85.3050
Council Bluff, 34.5867, -85.6733
Country Club Acres, 34.7550, -86.9553
Country Club Estates, 30.6836, -88.1492
Country Club Highlands, 33.4167, -86.8000
Country Club Village, 30.6942, -88.1647
Country Estates, 33.6344, -86.6667
County Line, 33.8214, -86.7186
County Line, 31.2167, -86.1667
County Line, 34.2992, -86.6981
Courtland, 34.6689, -87.3094
Courtland Community Hospital, 34.6706, -87.3125
Covin, 33.6900, -87.8892
Cowarts, 31.2000, -85.3047
Cowpens, 33.0353, -85.8228
Cox, 32.8547, -86.8833
Cox Beach, 30.8519, -88.0400
Coxey, 34.8019, -87.1783
Coxheath, 32.0878, -87.9103
Coxs Landing, 31.8322, -88.1669
Coy, 31.8947, -87.4628
Cragford, 33.2508, -85.6725
Craig, 32.3667, -86.9833
Craig Air Force Base, 32.3833, -87.0000
Crane Hill, 34.0939, -87.0631
Crawford, 32.4567, -85.1897
Crawford Fork, 32.8178, -88.0542
Creek Ford, 34.5697, -86.3319
Creek Stand, 32.2944, -85.4775
Creel, 33.8131, -86.9944
Crenshaw County Hospital, 31.6933, -86.2653
Creola, 30.8917, -88.0397
Crescent Heights, 33.4386, -86.9158
Crestline, 33.4833, -86.7667
Crestline Gardens, 33.5208, -86.7228
Crestline Heights, 33.5067, -86.7528
Crestline Park, 33.5136, -86.7339
Crestview Gardens, 33.5942, -86.2692
Crestview Hills, 33.5233, -86.7339
Crestwood Hospital, 34.7169, -86.6311
Creswell, 33.3292, -86.3831
Crews, 33.9131, -88.0806
Crewsville, 32.9433, -86.1367
Crichton, 30.7061, -88.1061
Crippled Children Clinic, 31.2272, -85.3594
Crippled Childrens Clinic and Rehabilitation Center, 32.3278, -86.2742
Crockard Junction, 33.5356, -86.9853
Crocker Junction, 33.6675, -86.9106
Cromwell, 32.2286, -88.2744
Crooked Oak, 34.5850, -87.7994
Cropwell, 33.5522, -86.2692
Crosby, 31.0386, -85.0864
Cross Key, 34.8711, -87.0183
Cross Keys, 32.3336, -85.8933
Cross Roads, 31.6167, -88.0167
Crossroad, 34.5056, -86.0503
Crossroads, 30.8347, -87.8611
Crossroads, 34.3219, -86.3317
Crosston, 33.7283, -86.7317
Crossville, 34.2875, -85.9942
Crossville, 33.7439, -88.0022
Crowtown, 34.5444, -86.9206
Crudup, 34.1019, -86.0100
Crumley Chapel, 33.5706, -86.9128
Crumptonia, 32.2136, -87.2894
Cuba, 32.4281, -88.3764
Culebra, 32.8167, -85.5353
Cullman, 34.1747, -86.8436
Cullomburg, 31.7136, -88.2969
Culpeper, 31.8869, -87.5775
Cumbee Mill, 33.0686, -85.3142
Cumberland Junction, 34.9431, -85.7678
Cunningham, 31.9003, -88.0761
Cunningham, 33.1739, -88.1075
Cunningham Landing, 31.9119, -88.0847
Curry, 33.4864, -86.0172
Curry, 31.9411, -86.0442
Curry, 33.9536, -87.2144
Currys, 32.0183, -86.0808
Currytown, 31.3167, -85.4833
Curtis, 31.3975, -86.1569
Curtis Crossroads, 34.0772, -87.3567
Curtiston, 34.0011, -86.1214
Cusseta, 32.7847, -85.3058
Cypress, 32.9478, -87.6669
Cypress Heights, 34.8228, -87.7153
Cyril, 32.1781, -88.4222
